Indus ID,SITE Name,TCU,MCU,Total Nos. GSM,Total Nos.M/w
IN-1245459,Mangalwari,No,No,18,4
IN-1310022,NJUNAZIMPLAZA_ODU,No,No,18,4
IN-1093026,AMBHI DUMALA (RPT),No,No,23,7
IN-1066484,OTURCHAITNY_ODU,No,Yes,13,5
IN-1052322,MORYA NIWAS_IDU,No,No,14,2
IN-1280558,Shirol ,No,No,12,3
IN-1249863,BHALGAON,No,No,6,2
IN-1137827,GOKUNDA,Yes,No,23,7
IN-1282424,Gandhi Chowk,No,No,9,2
IN-1054880,EPUNCHANDUNW_ODU,No,Yes,15,2
IN-1054163,SHRUTIENCLAVE_ODU,No,No,10,3
IN-1053857,NMTRKAIJ_ODM,No,Yes,25,13
IN-1242850,BUDHWAR PETH,No,No,13,7
IN-1310579,Rahuri,No,No,12,2
IN-1339194,BHAGAT CHOWK,No,No,10,2
IN-1329493,MCNNachane,No,No,6,1
IN-1517623,Vivekanand Colony,No,No,3,1
IN-1418950,Mahabank Colony,No,No,3,1
IN-1073174,EPENCHINCHPD,No,No,3,2
IN-1024707,PENII,No,Yes,10,3
IN-1055161,SHUKRAWARPET_IDU,No,No,8,3
IN-1025341,KASBAPETHII,No,No,15,7
IN-1054980,KASBA_PETH_IDU,Yes,No,11,5
IN-1054855,BALWADKAR HOUSE_ODU,No,Yes,20,10
IN-1294749,BALWADKAR HOUSE_ODU,No,No,18,2
IN-1249848,ANDHALI,No,No,21,7
IN-1054275,KAULKHED_ODU,No,No,9,4
IN-1263655,HOTELVIHA,No,No,14,7
IN-1124422,ERATSHREE,No,No,18,8
IN-1054710,BHAGWANPURA_ODU,No,No,13,1
IN-1054725,HIRAWADI_ODU,No,No,9,2
IN-1025132,NANDED(SRI NAGAR),No,No,19,9
IN-1024127,TIRTHPURI,No,Yes,18,8
IN-1025110,GEORAI,Yes,No,21,11
IN-1296375,YCCCOLLEGE,Yes,No,10,2
IN-1285685,LOHGAONROAD_INDS,Yes,No,16,4
IN-1055296,SLGTASGAON_IDU,No,No,16,9
IN-1054061,AUNDHGAON_ODU,No,No,6,2
IN-1054852,PUNBALEWADI_ODU,No,No,12,9
IN-1280524,VIDYAPATI NAGAR,No,No,17,4
IN-1052255,HINGNA_IDU,No,No,7,22
IN-1293516,Tasgaon,No,No,14,7
IN-1094986,Nimani,Yes,Yes,18,18
IN-1241536,Pimparkhed,No,No,18,5
IN-1246934,KELGAON,No,No,18,5
IN-1093585,Pochamma Galli,No,No,20,9
IN-1085595,PMT Swargate,No,No,15,5
IN-1354839,Ruta nagar,No,No,6,1
IN-1329522,Medankarwadi,No,No,10,2
IN-1470959,Nai Basti,No,No,3,1
IN-1563396,Ghoti Budruk,No,No,3,2
IN-1379578,Shukrawar Peth,No,No,4,1
IN-1392930,Baburaoji Sonawane Path,No,No,3,1
IN-1053573,PURNAGBT_ODU,Yes,No,7,15
IN-1730705,New Indora,No,No,4,1
IN-1341979,MADENKARBADI,No,No,6,2
IN-1310221,Vishal Garden - Chakan,Yes,No,14,2
IN-1383018,Vyankatesh Nagar,No,No,3,1
IN-1053960,NSONPETH_ODU,No,Yes,7,9
IN-1240180,Meghdoot,No,No,12,5
IN-1106037,PUSEGAON,No,No,16,7
IN-1054737,MAINROAD_IDU,No,No,9,4
IN-1054712,BHADRAKALI_IDU,No,No,13,7
IN-1053458,CHIKHALI_ODM,Yes,Yes,21,11
IN-1295367,KOYNA VASAHAT COLONY,No,No,15,2
IN-1286747,GANGASAGAR_INDS,No,No,17,5
IN-1278372,Vidyanagar,No,Yes,12,5
IN-1353032,Relocation of 4812,No,No,6,2
IN-1384257,Mohammed Wadi,No,No,3,1
IN-1232425,5800,No,No,10,11
IN-1278870,Kumar Prithvi-Kondhwa,No,No,14,2
IN-1388034,Betal Nagar,No,No,3,1
IN-1308680,GHORPADI RELOCATION,No,No,6,1
IN-1374901,Tilak Maharashtra University,No,No,6,1
IN-1024838,IGATPURIGAON,No,No,14,6
IN-1237389,PURNA2,Yes,No,22,4
IN-1052281,MALSHIRASH_ODU,No,Yes,11,2
IN-1297085, Gandhi Malshiras,No,No,13,5
IN-1054285,AKLUJ_IDU,No,Yes*2,4,15
IN-1024857,SRIRAMPUR,Yes,No,19,10
IN-1276646,GONDAVANI ROAD,No,No,9,3
IN-1055301,ESRIRMPRKOHINOOR_IDU,Yes,Yes,7,19
IN-1055372,YASHODEPCPLX_ODU,Yes,No,12,19
IN-1263075,SANGRAM NAGAR,No,No,13,4
IN-1085586,Kanegaon,No,No,6,6
IN-1348845,Shahu Stadium,No,No,4,1
IN-1053034,SUSTE_ODU,Yes,No,16,2
IN-1055158,EPUNSHRITOWR_ODU,No,No,13,5
IN-1240528,Loni Kalbhor Near MIT,No,No,22,6
IN-1339202,Ghule Wasti Manjri Road,No,No,10,3
IN-1052371,AMBE_ODU,No,No,19,6
IN-1052768,MENDHAPUR_ODU,No,No,12,4
IN-1249795,WANARSHI,No,No,19,4
IN-1417959,Kalas Area Kalas,No,No,3,1
IN-1308940,bopkhel,No,No,6,2
IN-1307013,Raisoni college,No,No,3,2
IN-1054614,ELOKHANDEBLD_ODU,No,Yes,18,4
IN-1368493,Bhawani Nagar,No,No,6,1
IN-1055277,SGMNR_JAJUBLDG_IDU,No,No,17,11
IN-1295899,SANGAMNER JANATA NAGAR_Relocation of 5566,No,No,Not Confirmed,Not Confirmed
IN-1132943,BADNERA ROAD (RELOCATION),Yes,Yes,22,28
IN-1054911,EPUNEASTSTREET_IDU,No,No,5,2
IN-1055538,MUKHEDPATIL_ODM,No,Yes,25,5
IN-1055553,NMUKHEDSAM_ODU,Yes,No,13,8
IN-1092164,Masala Kh,No,No,15,7
IN-1282953,Sonegaon,No,No,6,2
IN-1243404,DIGHI,No,No,6,5
IN-1024779,ADARSHNAGAR,No,No,14,2
IN-1249849,WADI KUROLI,No,No,10,2
IN-1052886,PAPARI_IDU,No,No,22,8
IN-1351682,Relocation ROM6215(Osmanabad_05808),No,No,3,1
IN-1124447,ENPRATRELAYOUT,No,No,9,10
IN-1266705,SUBHASH NAGAR,No,No,8,2
IN-1024606,RAVINAGAR,Yes,Yes,10,13
IN-1055383,AKOTSHJANAD_IDU,No,No,16,6
IN-1025261,ASHOK CHOWK,No,Yes*2,12,3
IN-1326362,Konark Nagar,No,No,6,4
IN-1024969,DALMANDIROAD,No,No,10,10
IN-1053248,VILLADGHAT,Yes,No,12,8
IN-1249238,PACHANWADGAON,No,No,12,3
IN-1054174,THAKKAR HOUSE_ODU,No,No,4,3
IN-1126599,GOKUL NAGAR,No,No,17,3
IN-1093591,Devkhindi,No,No,20,6
IN-1078247,Pare,No,No,15,9
IN-1066314,KARKHOL_ODF,No,No,20,4
IN-1315515,Relocation of SHRIGONDA GBT,No,No,15,4
IN-3000525,Mahaveer Hospital ,No,No,3,1
IN-1335608,Relocation MG4529,No,No,7,1
IN-1054401,CHIPAZIZAAPTS_IDU,Yes,Yes,17,14
IN-1277024,DAPOLI 1,No,No,17,7
IN-1054503,ICHKADANDE_IDU,Yes,No,12,3
IN-1054505,ICSHAHAMRITLAL_IDU,Yes,No,14,11
IN-1373245,Canal Road,No,No,6,1
IN-1308793,Rashim Relocation,No,Yes,7,1
IN-1743208,Niljyoti Society ,No,No,3,1
IN-1308744,Ramdaspeth,No,No,12,3
IN-1055097,RAGHUKUL BLDG_IDU,No,No,5,1
IN-1093418,Jamtha Ganeshpur,No,No,9,2
IN-1348583,Pinnacle Teleservices Pvt Ltd,No,No,4,1
IN-1054180,VITHAIPLAZA_IDU,No,No,6,10
IN-1085589,Tirupatinagar,No,No,9,12
IN-1255776,Belgaon,No,No,19,8
IN-1055473,KARMALAYADAV_ODU,No,No,10,2
IN-1054099,EPUNKAMALTOWER_IDU,No,No,17,10
IN-1025319,GOLIBARMDN,No,No,17,23
IN-1025068,VISHNUPURI,Yes,No,13,11
IN-1342345,Pride Backery,No,No,10,4
IN-1262369,WAGHOLI,No,Yes,14,6
IN-1328153,Kalubai  Nagar,No,No,12,2
IN-1314478,WAGHOLI (Paigude,No,No,8,2
IN-1054612,LOHAGAON_IDU,No,No,3 7,6 2
IN-1055294,SLGJAISINGH_IDU,Yes,Yes,25,14
IN-1024185,KATOL3,No,No,15,13
IN-1132121,Punjab Talim(Solapur),No,No,6,4
IN-1255842,Jamgaon BK.,No,No,9,1
IN-1329794,Relocation of Vidya Prathisthan (BRMT06),No,No,9,3
IN-1054321,BAR_PDCC_IDU,No,No,11,1
IN-1054342,BHIGWAN_ODU,Yes,No,7,4
IN-1052366,ALEGAON_ODU,No,No,21,8
IN-1025063,MIT,No,No,15,11
IN-1252678,Adarsh College Road,No,No,21,4
IN-1025168,HIRAWADI,No,No,3,4
IN-1053696,OSMNBD_MIDC_IDU,No,No,6,9
IN-1053395,KARIGBT_ODU,No,No,9,2
IN-1054316,AUSA_IDU,No,No,9,5
IN-1357198,Khandak Galli,No,No,8,1
IN-3006452,NIT Ground,No,No,3,1
IN-1024778,PARVATI PAYTHA ,No,No,10,9
IN-1055079,EPUNPATILBLD_IDU,No,No,12,6
IN-1240035,KATRAJ SNAKE PARK,No,No,10,4
IN-1282987,Yewalewadi,No,No,12,3
IN-1282405,Katraj Kondhwa Road ,No,No,7,0
IN-1055180,SURVEYBLD_IDU,No,No,7,3
IN-1794824,Police nagar,No,No,6,1
IN-1054166,SINHGADRROAD_ODU,No,No,12,2
IN-1123219,DEVGIRI APPARTMENT,Yes,No,19,9
IN-1092398,Nerli,No,No,15,3
IN-1053877,PATAN_ODM,Yes,Yes,16,9
IN-1066360,Kurla_Odu,No,No,22,11
IN-1329868,Malwadi talegaon dhabade,No,No,9,3
IN-1283212,Malwadi,No,Yes,15,14
IN-1355596,Relocation Kamshet,No,No,6,1
IN-1599004,Dinesh super market,No,No,3,1
IN-1053465,NMTRGHOTVAL_ODM,No,Yes,19,4
IN-1333470,Roha-Tala,No,No,7,2
IN-1350472,KhushamadPura,No,No,9,2
IN-1025077,PAITHAN,Yes,No,20,11
IN-1055630,TAKVEBK,No,No,16,9
IN-1055255,SATPAVAINAKA_IDU,No,No,2,12
IN-1055258,SATVIMALR_ODU,No,No,17,2
IN-1054265,KOLHEBLDG_ODU,No,Yes,6,5
IN-1352623,Relocation 554,No,No,11,2
IN-1385220,Kishkindha Nagar,No,No,3,1
IN-1378039,Arjun Nagar,No,No,5,1
IN-1295009,Bhaji Bazar,No,No,5,2
IN-1237575,KORWADI,No,No,14,5
IN-1054339,EBHANDARAHM_IDU,No,No,15,6
IN-1024112,BUTIBORI3,No,Yes,16,14
IN-1054115,MAYURCOL_IDU,No,No,8,2
IN-1296889,Sangola,No,No,14,4
IN-1052715,LAUL_ODU,No,No,14,10
IN-1124644,ECHOPDASUBAS,Yes,Yes,10,11
IN-1054846,AYESHAMANZL_IDU,No,No,25,6
IN-1054137,PARMAR PAWAN_ODU,No,Yes,7,1
IN-1295912,ZEHFAKO_ODU,No,No,10,8
IN-1384632,Railway Hospital,No,No,3,1
IN-1310556,chhaya nagar,No,No,14,2
IN-1073188,KOTHRUUTE_IDU,No,Yes,12,3
IN-1054609,DATTAMANDIR_IDU,No,No,23,5
IN-1054610,PRIYANKA_IDU,No,No,11,6
IN-1054308,AMRBANK_ODU,No,No,9,4
IN-1092443,ASIL COLONEY(PATWACHK),No,No,14,7
IN-1301284,Site477,No,No,12,4
IN-1093660,Karvr Nagar,No,No,19,11
IN-1024724,MIT,No,No,13,5
IN-1231702,BUNGER RPTR,No,No,6,3
IN-1373007,Bijle nagar Kalepadal,No,No,3,1
IN-1374254,Monika Hotel,No,No,6,1
IN-1251106,Ghudewadi,No,No,11,1
IN-1352734,Manjari,No,No,6,2
IN-1054898,DATTANGR_ODU,No,No,6,1
IN-1245279,SAI NAGAR(RELOCATION),No,No,11,4
IN-1055233,WADGAONSHRBORA_IDU,No,Yes,10,5
IN-1373661,Mutkewadi,No,No,7,1
IN-1352577,Relocation MG5348,Yes,No,8,2
IN-1248848,KAMPTEE,Yes,No,8,6
IN-1124629,ENPRWARDHMAN,No,No,11,7
IN-1055428,HOTELRADH_IDU,Yes,No,24,4
IN-1283921,Kuruli midc,No,No,4,2
IN-1246023,Nanekarwadi Near Jyotiba Madir,No,Yes,18,18
IN-1378470,Jadhav Galli,No,No,3,1
IN-1070105,Keli Gavan,No,No,18,7
IN-1270099,santh nagar mundwa,No,No,9,3
IN-1303953,Ganesh Nagar -2,No,No,15,3
IN-1270423,Dharmabad(Balapur),Yes,No,16,7
IN-1054335,BEGHOSPITAL_ODU,No,No,7,3
IN-1066603,SHIVSHAKTIBLDG_ODU,Yes,Yes,16,9
IN-1248373,O.T SECTION,No,No,12,15
IN-1024937,KORADI,No,No,13,13
IN-1052643,Karambali_Odu,No,No,15,4
IN-1086183,SHEWALWADI_IDF,No,No,10,5
IN-1025301,URLIGAON,No,No,9,6
IN-1024869,JATHARPETH,No,No,11,14
IN-1309170,SAI COMPLEX,No,No,9,3
IN-1388303, Sane Colony,No,No,7,1
IN-1361887,Solapur_07087_Railway lines,No,No,9,2
IN-1368057,Damani Nagar,No,No,6,3
IN-1370589,Hinjewadi-marunji Rd,No,No,6,1
IN-1386914,Ram Nagar,No,No,3,1
IN-1326906,MH-21-R-17917,No,No,3,1
IN-1092163,Korwali,No,No,15,6
IN-1093293,B.A. CHAUHAN BUILDING ,No,No,16,10
IN-1054862,EPUNBHAVSRBD_ODU,No,No,10,5
IN-1055181,RUHANI COLLEGE_ODU,No,No,11,4
IN-1260616,Marunje Diversion -Hinjewadi,No,No,12,5
IN-1053480,NMTRKATOL2_ODM,No,No,18,15
IN-1244214,KALMESHWAR 2,Yes,No,24,10
IN-1054805,PDRBADWEBLDG_ODU,Yes,No,3,5
IN-1093354,MR.DHANANJAY H. DESHMUKH PLOT ,No,Yes,12,6
IN-1053727,AKOTGBT_IDU,No,No,26,12
IN-1124785,ESLPDAMANINGR,Yes,Yes,20,10
IN-1092005,Kodoli (Vikrant Nagar -1),No,No,12,1
IN-1310128,Dhas Colony,No,No,14,2
IN-1295056,Akkalkot main market,No,No,10,3
IN-1123217,Maldan,No,No,6,4
IN-1093428,Mr.Aadik Maruti Patil Plot ,No,No,6,5
IN-1324587,Relocation 379,No,No,12,14
IN-1122747,KHARAWADI,No,No,13,3
IN-1268773,CHAKAN1,No,No,22,5
IN-1375814,Talegaon-Chakan Rd,No,No,5,1
IN-1054561,KHARABWADI_ODU,No,Yes*2,11,12
IN-1388145,Sanjivaani Factory,No,No,16,3
IN-1293420,Near Rajyog-Wadgaon Khurd-2,No,No,7,2
IN-1054952,INDIRAAPPT_ODU,No,No,9,3
IN-1126852,MHASWAD FILLIN,No,No,9,1
IN-1366177,Satara_07418_kesarkar peth ,No,No,3,1
IN-1246045,MENDARKARWADI,No,No,20,7
IN-1256618,Vadgaon Bk Bypass,No,No,12,4
IN-1055107,RAVITERRACE_IDU,No,No,8,6
IN-1294008,Satav Nagar_Hadapsar,No,No,16,2
IN-1091412,Kurnur,No,No,21,10
IN-1378499,OLD BRIDGE,No,No,3,1
IN-1803542,Mallikaa arjun Nagar,No,No,3,1
IN-1066544,RAJURWADI_ODU,No,Yes,14,5
IN-1066406,MARDI_ODU,No,No,20,3
IN-1238805,RANJANGAON FILLIN,No,Yes,15,2
IN-1091865,Bhagdi,No,No,12,5
IN-1388070,Sayadnagar_BSC192ESP_A,No,No,3,1
IN-1385588,Narpoli,No,No,3,1
IN-1055380,AKKALKOTFATE,No,No,13,2
IN-1053051,NTAMBAVE_ODU,No,No,19,9
IN-1282152,Mohadi Khapa,No,No,15,2
IN-1373412,Kasai Mohalla,No,No,4,1
IN-1303946,Khardi FL,No,No,8,1
IN-1366637,"""Inside 64 Coy ASC",No,No,6,1
IN-1366604,Opposite Empress Gorden,No,No,9,3
IN-1052985,SAWALIGBT_ODU,No,No,6,6
IN-1025306,OLDSANGHVI,No,No,12,5
IN-1054835,APPANIWAS_ODU,No,No,6,2
IN-1126308,ISMT(Jejuri),Yes,No,26,5
IN-1091918,Sopan Nagar,No,No,15,4
IN-1055248,SATATHARVA_IDU,No,No,7,2
IN-1271653,Inglur,No,No,9,2
IN-1255698,Gondegaon,No,No,13,4
IN-1258784,Asangaon,No,No,17,6
IN-1124807,ENPRCOTTONMKT,No,No,22,8
IN-1282349,Sitaee Nagar,No,No,3,1
IN-1054940,HARISADAN_ODU,No,No,6,1
IN-1303501,Chandni Chowk,No,No,9,2
IN-1291844,TEJOVALAY APPT,No,No,7,3
IN-1054960,JIJAI_IDU,Yes,Yes,11,2
IN-1054055,ALLIEDHEIGHT_ODU,No,Yes,9,2
IN-1281185,Relocation of Bawane Pangri_USO,Yes,No,6,3
IN-1246581,MEGA MART DAPODI,No,No,12,5
IN-1101915,MUNGDA,No,No,18,10
IN-1124768,NMANDVA,No,No,9,2
IN-1293103,Gundewadi,No,No,9,3
IN-1093462,Mr.Shailender Ramgir Giri Plot,No,No,6,5
IN-1255234,DHAMANI,No,No,14,1
IN-1291842,Shrikrishna nagar,No,No,9,2
IN-1093234,Mr.Arvind Jagdale Plot ,No,No,15,2
IN-1306863,Site1498_narkhed,No,No,6,2
IN-1370987,Wade,No,No,6,1
IN-1384241,Sanaswadi2,No,No,6,1
IN-1255319,Chandapuri ,No,No,13,2
IN-1053474,MTRJUNER_ODM,No,Yes,31,21
IN-1258234,Narayngaon FI,Yes,Yes,14,10
IN-1054656,GAIKWADBLDG_ODU,No,No,24,7
IN-1052638,KANHUR_ODU,Yes,No,18,6
IN-1276644,KOREGAON,Yes,No,6,1
IN-1025385,VIKASNAGAR,No,No,3,1
IN-1055535,NMTRKORGRTT_ODM,No,Yes,24,6
IN-1124403,ESHIROLIVILG,No,No,19,12
IN-1025155,ATPADI2,Yes,No,18,5
IN-1053077,NTUPTAKALI_ODU,No,No,13,8
IN-1306871,Site512 (Omkareshwar Chowk),No,No,3,4
IN-1250122,VALKI,No,No,8,2
IN-1092096,reliance plant nhawara,Yes,No,11,3
IN-1070233,YERWADA4,No,No,16,13
IN-1072991,DEHUROAD2_IDU,No,Yes,10,8
IN-1349730,Accurate Industries,No,No,8,4
IN-1387371,Pashi marang Society Waraje,No,No,4,1
IN-1269931,Junnar 2,No,No,9,1
IN-1024329,Murud Akola,No,No,9,3
IN-1066488,PALANDUR_ODU,No,No,3,6
IN-1092990,RENGEPAR (KHOTA),No,No,12,2
IN-1301850,Varud Chakrapan,No,No,3,1
IN-1054620,LTRFLYOVER_IDU,No,No,20,10
IN-1024576,KHAMBADA,No,No,6,6
IN-1093270,Pipra ,No,No,12,7
IN-1363597,Relocation of M&G2743,No,No,4,1
IN-1054134,EPUNNYATI_ODU,No,No,8,2
IN-1095091,Katfal,No,No,3,1
IN-1235422,Kusmode,No,No,14,4
IN-1276820,DAPOLI JALGAON 2,No,No,9,5
IN-1281197,Mahagond,No,No,15,3
IN-1025064,UDGIR-3,No,No,13,10
IN-1254042,NAVHA,No,Yes,16,7
IN-1108688,Shahkar Nagar,No,No,19,5
IN-1249794,Patpanhala,No,No,11,3
IN-1283473,Pakhrud,No,No,13,4
IN-1108300,Hisare,No,No,15,3
IN-1360834,ZAKIR COLONY,No,No,10,2
IN-1301462,Site891_Shani Mandir,No,No,3,1
IN-1117760,Nsomthanagbt1,No,No,6,4
IN-1024783,DHAMAN,No,No,17,5
IN-1675598,SAIBLDG,No,No,3,2
IN-1285807,Bodke wadi,No,No,3,3
IN-1024705,MAHINDRACLG,No,No,18,14
IN-1055143,SHINDEBLDG_ODU,No,No,6,1
IN-1024771,NIGDI ROAD ,No,No,9,13
IN-1334269,Mothi Umri,No,No,11,3
IN-1370591,Sankalp Society,No,No,3,1
IN-1053239,SATNANDANVAN_IDU,No,No,21,12
IN-1055250,GURUWARPETH_ODU,No,No,11,7
IN-1054058,ASHOKPLAZA_IDU,No,No,6,3
IN-1054859,PUNBHATNAGAR_IDU,No,No,9,5
IN-1284784,Yeahwant colony ,No,Yes,15,5
IN-1291655,Ahmednager MIDC,No,No,9,2
IN-1053605,SINDHKHEDRAJA_ODU,No,Yes,14,4
IN-1052876,PALASKHEDE_ODU,Yes,No,18,9
IN-1055254,SATMANGLWAR_ODU,No,No,12,3
IN-1086261,MURTIZAPURRTT_ODU,No,Yes,6,1
IN-1232401,5080,No,Yes,19,8
IN-1052612,NMTRJALKOT_ODU,No,Yes,17,9
IN-1053722,YENEGUR_IDU,No,Yes,9,10
IN-1054501,HUPPATILBLDG_IDU,Yes,Yes,12,11
IN-1295926,Big bazar,No,No,13,6
IN-1055049,EPUNNAIKHOUS_ODU,No,No,9,6
IN-1054916,ERANDWANE_IDU,No,No,12,13
IN-1055510,MEHKARTT_ODU,No,No,16,6
IN-1054643,MANMADKOHINOOR,Yes,No,16,21
IN-1053463,DMANDEVI_ODM,Yes,Yes,6,0
IN-1077599,Tornale,Yes,No,12,7
IN-1055139,SHARMABLDG_ODU,No,No,11,5
IN-1052476,CHASNALI_ODU,No,Yes,22,4
IN-1055017,MARKETYARD_IDU,No,Yes,3,4
IN-1054087,GANGASATELITE_IDU,No,No,13,6
IN-1055421,NBILOLI_ODM,No,Yes,11,4
IN-1054963,KADAMBARISAT_IDU,No,No,9,7
IN-1276522,Jeur Kumbhari,No,Yes,18,6
IN-1093426,MR. BHAGABAT PANDURAM GADGE PLOT ,No,Yes,13,7
IN-1053625,VENGURLA_ODU,Yes,Yes,13,6
IN-1347724,Pride and Expert Properties Pvt Ltd,No,No,5,2
IN-1024432,JATH,No,Yes*2,24,25
IN-1024433,WADUJ,No,Yes,15,23
IN-1053896,NMURUD_ODU,Yes,Yes,11,11
IN-1093569,MR.TANAJI GANPATI PATIL PLOT ,No,No,20,4
IN-1360808,DSK Meghmlhar,No,No,3,0
IN-1053021,SHYAMNGR_ODU,Yes,No,12,6
IN-1124980,Verve BK,No,No,10,3
IN-1091965,Madli Ali (Dev Building),No,No,11,3
IN-1283256,BARAMATI MIDC NEW,No,No,9,3
IN-1108689,Daund ( Near  S. T. Sebstion),No,No,7,4
IN-1125524,WADA1,No,No,9,7
IN-1055286,KHEDSHIVAPUR_IDU,No,Yes,11,15
IN-1251980,KURKUMBH,Yes,Yes,25,8
IN-1281568,Relocation of Are_USO,No,No,13,6
IN-1246047,Chimbali,No,No,19,13
IN-1378543,Kannad - Deulgaon Raja Rd,No,No,4,1
IN-1053419,NLEVASACITY_IDU,No,No,26,11
IN-1092155,Zari Bk,Yes,No,15,10
IN-1078387,Bhatangali,No,Yes,15,12
IN-1253490,Latur,No,Yes,6,6
IN-1295398,SachaiMata Mandir,No,No,14,2
IN-1239466,Hinjewadi3,No,No,16,8
IN-1055313,UARLIKACHAN_IDU,No,Yes,8,3
IN-1024968,SAVARDE,No,No,10,9
IN-1024346,Jaigad,No,No,13,9
IN-1232410,5260,Yes,Yes,22,9
IN-1302339,Relocation of Shikrapur-Chakan Rd Chowk (SHIK03),Yes*2,Yes,19,16
IN-1066425,NAGARAGBT_ODMU,No,No,6,2
IN-1073203,PUNSANTNAGR_ODU,No,No,6,2
IN-1243822,KALHALI,No,No,7,2
IN-1269060,Chippa market Ashok Chowk Solapur,No,No,15,2
IN-1024071,SOLAPUR UNIVERSITY,No,Yes,17,12
IN-1263088,VASAIFORT,No,No,13,6
IN-1025191,Babhula,No,No,16,10
IN-1244210,KARVE NAGAR,No,No,9,2
IN-1055020,PUNMAYURESH_ODU,No,No,15,6
IN-1375793,WAVEWADKA,No,No,6,1
IN-3009539,BIG CINEMA,No,No,6,1
IN-1091825,Phulamala,No,Yes,16,10
IN-1294958,Ostwal English Acadamy,No,No,8,1
IN-1296900,Lions club,No,No,8,2
IN-1374228,Naseeb Ground,No,No,4,1
IN-1323709,Mangal Karyalay,No,No,11,6
IN-1363574,Sriji Height,No,No,6,1
IN-1249550,Ispurli,No,Yes,6,9
IN-1091823,Mhasave,No,No,22,10
IN-1250110,KANDHANE_NIRPUR,Yes,No,16,3
IN-1254000,MUNJWAD,Yes,No,12,4
IN-1300675,Muktai Sadan,No,Yes,13,8
IN-1368918,Relocation Of MA5766(Ril of Vanashree),Yes,No,7,2
IN-1337878,Mangadewadi,No,No,6,2
IN-1025371,CLOVERHIGHLAND,No,Yes,10,6
IN-1351084,DHANIV_ODU,No,No,4,1
IN-1241376,Majgaon,No,No,15,3
IN-1055260,Sawantwadi_Narendra_Idu,No,No,11,7
IN-1267937,Akar wai,No,No,6,1
IN-1074791,Panchincholigaon,Yes,No,20,11
IN-1092352,Hadga,No,No,21,8
IN-1294822,near thawre nagar,No,No,15,2
IN-1124628,Saket Nagar,No,No,13,8
IN-1108690,ENPRTKDJIPTL1,No,No,14,6
IN-1614795,Sai Enterprises,No,No,3,1
IN-1055518,MOUGAL_ODU,No,No,13,1
IN-1137957,SAMRUDHI NGR,No,No,13,2
IN-1232493,CIDCO N3,No,No,13,4
IN-1071203,BORIS_ODU,No,No,6,1
IN-1238384,SHEWADE,Yes,No,19,8
IN-1350011,Relocation of MH6201,No,No,4,1
IN-1287184,SHANTI LAXMI/KESHAV NAGAR,No,No,14,4
IN-1257741,DHANANINAG_ODF,No,No,19,3
IN-1053524,Wanadongari,No,Yes,20,20
IN-1268747,WANADONGRI NAKA,No,No,25,2
IN-1052708,Kurukali_Odu,Yes,No,12,11
IN-1248377,Sativali Rtt,No,Yes*2,10,6
IN-1236516,Chincholi Jahagir,No,No,18,6
IN-1109959,Nideban,Yes,No,9,1
IN-1053204,EKONDHAPURI_ODU,No,No,8,2
IN-1273407,Ranjangaon MIDC 1,Yes,No,7,2
IN-1328146,Sarda Circle,No,No,3,1
IN-1308807,Datta Nagar,No,No,6,3
IN-1499570,ApadiaNagar_BSC84_4G,No,No,6,1
IN-1321873,New Murlidhar,No,No,10,2
IN-1383513, Shivsena Nagar,No,No,3,1
IN-1325143,Ayodhya Nagar,No,No,12,2
IN-1092075,Saguna Mata Nagar,No,No,9,8
IN-1093431,Mr.Narayan Tatiyaba Davade Plot ,Yes,No,7,2
IN-1250075,Markadwadi ,No,No,12,3
IN-1052391,Arjunwad_Odu,No,No,10,2
IN-1093366,Mr.Narayan Mahadevrao Nagtode Plot ,No,Yes,19,8
IN-1054728,JAILROAD_IDU,No,No,7,15
IN-1239368,Nanded Gaon,Yes,No,12,18
IN-1253972,AMALNER_1_BALAJI PURA,Yes,No,15,6
IN-1279229,AMALNER RTT,Yes,No,8,1
IN-1382436,DhangarGalli_4G,No,No,3,1
IN-1078227,Manas - 3,No,No,6,1
IN-1066473,Niwane,Yes,Yes*2,15,7
IN-1073153,SOYEGAON_ODMU,No,No,13,6
IN-1246005,DSK VISHWA TEMPLE,Yes,No,11,3
IN-1055129,SASWADRD_IDU,No,No,10,9
IN-1054231,ROSHANGATE_IDU,No,No,12,5
IN-1370422,Asifia Colony,No,No,12,2
IN-1053537,NANDRE BK,No,No,6,2
IN-1373298,Nagpur_08069_Sidharth Nagar,No,No,6,2
IN-1268094,TEKANAKA ROAD,No,No,7,1
IN-1054546,Tarique Kamal Bldg (Kamthi),No,No,11,1
IN-1092433,Alkud(S),Yes,No,17,4
IN-1052663,Kawthemakal_Idu,No,No,27,14
IN-1240539,Dhanwade ,No,Yes,16,14
IN-1251036,KOLHADI,No,No,6,3
IN-1378514,Bodvad_BSC186BSL_A,No,No,3,1
IN-3001824,Not available,No,No,9,6
IN-1024644,MEETHA,No,No,12,4
IN-1052796,Nmtrmahim_Odm,No,Yes,12,6
IN-1268480,Kolgaon,No,Yes,8,1
IN-1371838,pristine Green society MIDC moshi,No,No,7,4
IN-1374220,Aurangabad_07168_Waluj-2,No,No,10,2
IN-1309333,Manat Nagar,No,No,15,1
IN-1053320,Dattwad_Odu,No,No,8,4
IN-1052504,Danwad_Odu,No,No,24,4
